"Team","Year","Value Column Name","Value"
"Mauritania","2000","Medals Won By Women %",
"Mauritania","2000","Total No. of Female Participants","1"
"Mauritania","2000","Female Participants%","0.5"
"Mauritania","2002","Total No. of Medals Won for Women",
"Mauritania","2002","No. of Gold Medals won By Female",
"Mauritania","2002","Medals Won By Women %",
"Mauritania","2002","Total No. of Female Participants",
"Mauritania","2002","Female Participants%",
"Mauritania","2004","Total No. of Medals Won for Women","0"
"Mauritania","2004","No. of Gold Medals won By Female","0"
"Mauritania","2004","Medals Won By Women %",
"Mauritania","2004","Total No. of Female Participants","1"
"Mauritania","2004","Female Participants%","0.5"
"Mauritania","2006","Total No. of Medals Won for Women",
"Mauritania","2006","No. of Gold Medals won By Female",
"Mauritania","2006","Medals Won By Women %",
"Mauritania","2006","Total No. of Female Participants",
"Mauritania","2006","Female Participants%",
"Mauritania","2008","Total No. of Medals Won for Women","0"
"Mauritania","2008","No. of Gold Medals won By Female","0"
"Mauritania","2008","Medals Won By Women %",
"Mauritania","2008","Total No. of Female Participants","1"
"Mauritania","2008","Female Participants%","0.5"
"Mauritania","2010","Total No. of Medals Won for Women",
"Mauritania","2010","No. of Gold Medals won By Female",
"Mauritania","2010","Medals Won By Women %",
"Mauritania","2010","Total No. of Female Participants",
"Mauritania","2010","Female Participants%",
"Mauritania","2012","Total No. of Medals Won for Women","0"
"Mauritania","2012","No. of Gold Medals won By Female","0"
"Mauritania","2012","Medals Won By Women %",
"Mauritania","2012","Total No. of Female Participants","1"
"Mauritania","2012","Female Participants%","0.5"
"Mauritania","2014","Total No. of Medals Won for Women",
"Mauritania","2014","No. of Gold Medals won By Female",
"Mauritania","2014","Medals Won By Women %",
"Mauritania","2014","Total No. of Female Participants",
"Mauritania","2014","Female Participants%",
"Mauritania","2016","Total No. of Medals Won for Women","0"
"Mauritania","2016","No. of Gold Medals won By Female","0"
"Mauritania","2016","Medals Won By Women %",
"Mauritania","2016","Total No. of Female Participants","1"
"Mauritania","2016","Female Participants%","0.5"
"Mauritius","1998","Total No. of Medals Won for Women",
"Mauritius","1998","No. of Gold Medals won By Female",
"Mauritius","1998","Medals Won By Women %",
"Mauritius","1998","Total No. of Female Participants",
"Mauritius","1998","Female Participants%",
"Mauritius","2000","Total No. of Medals Won for Women","0"
"Mauritius","2000","No. of Gold Medals won By Female","0"
"Mauritius","2000","Medals Won By Women %",
"Mauritius","2000","Total No. of Female Participants","4"
"Mauritius","2000","Female Participants%","0.2"
"Mauritius","2002","Total No. of Medals Won for Women",
"Mauritius","2002","No. of Gold Medals won By Female",
"Mauritius","2002","Medals Won By Women %",
"Mauritius","2002","Total No. of Female Participants",
"Mauritius","2002","Female Participants%",
"Mauritius","2004","Total No. of Medals Won for Women","0"
"Mauritius","2004","No. of Gold Medals won By Female","0"
"Mauritius","2004","Medals Won By Women %",
"Mauritius","2004","Total No. of Female Participants","3"
"Mauritius","2004","Female Participants%","0.3333333333333333"
"Mauritius","2006","Total No. of Medals Won for Women",
"Mauritius","2006","No. of Gold Medals won By Female",
"Mauritius","2006","Medals Won By Women %",
"Mauritius","2006","Total No. of Female Participants",
"Mauritius","2006","Female Participants%",
"Mauritius","2008","Total No. of Medals Won for Women","0"
"Mauritius","2008","No. of Gold Medals won By Female","0"
"Mauritius","2008","Medals Won By Women %","0"
"Mauritius","2008","Total No. of Female Participants","5"
"Mauritius","2008","Female Participants%","0.45454545454545453"
"Mauritius","2010","Total No. of Medals Won for Women",
"Mauritius","2010","No. of Gold Medals won By Female",
"Mauritius","2010","Medals Won By Women %",
"Mauritius","2010","Total No. of Female Participants",
"Mauritius","2010","Female Participants%",
"Mauritius","2012","Total No. of Medals Won for Women","0"
"Mauritius","2012","No. of Gold Medals won By Female","0"
"Mauritius","2012","Medals Won By Women %",
"Mauritius","2012","Total No. of Female Participants","7"
"Mauritius","2012","Female Participants%","0.6363636363636364"
"Mauritius","2014","Total No. of Medals Won for Women",
"Mauritius","2014","No. of Gold Medals won By Female",
"Mauritius","2014","Medals Won By Women %",
"Mauritius","2014","Total No. of Female Participants",
"Mauritius","2014","Female Participants%",
"Mauritius","2016","Total No. of Medals Won for Women","0"
"Mauritius","2016","No. of Gold Medals won By Female","0"
"Mauritius","2016","Medals Won By Women %",
"Mauritius","2016","Total No. of Female Participants","6"
"Mauritius","2016","Female Participants%","0.5454545454545454"
"Mistral Hojris","1998","Total No. of Medals Won for Women",
"Mistral Hojris","1998","No. of Gold Medals won By Female",
"Mistral Hojris","1998","Medals Won By Women %",
"Mistral Hojris","1998","Total No. of Female Participants",
"Mistral Hojris","1998","Female Participants%",
"Mistral Hojris","2000","Total No. of Medals Won for Women",
"Mistral Hojris","2000","No. of Gold Medals won By Female",
"Mistral Hojris","2000","Medals Won By Women %",
"Mistral Hojris","2000","Total No. of Female Participants",
"Mistral Hojris","2000","Female Participants%",
"Mistral Hojris","2002","Total No. of Medals Won for Women",
"Mistral Hojris","2002","No. of Gold Medals won By Female",
"Mistral Hojris","2002","Medals Won By Women %",
"Mistral Hojris","2002","Total No. of Female Participants",
"Mistral Hojris","2002","Female Participants%",
"Mistral Hojris","2004","Total No. of Medals Won for Women",
"Mistral Hojris","2004","No. of Gold Medals won By Female",
"Mistral Hojris","2004","Medals Won By Women %",
"Mistral Hojris","2004","Total No. of Female Participants",
"Mistral Hojris","2004","Female Participants%",
"Mistral Hojris","2006","Total No. of Medals Won for Women",
"Mistral Hojris","2006","No. of Gold Medals won By Female",
"Mistral Hojris","2006","Medals Won By Women %",
"Mistral Hojris","2006","Total No. of Female Participants",
"Mistral Hojris","2006","Female Participants%",
"Mistral Hojris","2008","Total No. of Medals Won for Women","0"
"Mistral Hojris","2008","No. of Gold Medals won By Female","0"
"Mistral Hojris","2008","Medals Won By Women %",
"Mistral Hojris","2008","Total No. of Female Participants","1"
"Mistral Hojris","2008","Female Participants%","1"
"Mistral Hojris","2010","Total No. of Medals Won for Women",
"Mistral Hojris","2010","No. of Gold Medals won By Female",
"Mistral Hojris","2010","Medals Won By Women %",
"Mistral Hojris","2010","Total No. of Female Participants",
"Mistral Hojris","2010","Female Participants%",
"Mistral Hojris","2012","Total No. of Medals Won for Women",
"Mistral Hojris","2012","No. of Gold Medals won By Female",
"Mistral Hojris","2012","Medals Won By Women %",
"Mistral Hojris","2012","Total No. of Female Participants",
"Mistral Hojris","2012","Female Participants%",
"Mistral Hojris","2014","Total No. of Medals Won for Women",
"Mistral Hojris","2014","No. of Gold Medals won By Female",
"Mistral Hojris","2014","Medals Won By Women %",
"Mistral Hojris","2014","Total No. of Female Participants",
"Mistral Hojris","2014","Female Participants%",
"Mistral Hojris","2016","Total No. of Medals Won for Women",
"Mistral Hojris","2016","No. of Gold Medals won By Female",
"Mistral Hojris","2016","Medals Won By Women %",
"Mistral Hojris","2016","Total No. of Female Participants",
"Mistral Hojris","2016","Female Participants%",
"Monaco","1998","Total No. of Medals Won for Women","0"
"Monaco","1998","No. of Gold Medals won By Female","0"
"Monaco","1998","Medals Won By Women %",
"Monaco","1998","Total No. of Female Participants","0"
"Monaco","1998","Female Participants%","0"
"Monaco","2000","Total No. of Medals Won for Women","0"
"Monaco","2000","No. of Gold Medals won By Female","0"
"Monaco","2000","Medals Won By Women %",
"Monaco","2000","Total No. of Female Participants","1"
"Monaco","2000","Female Participants%","0.25"
"Monaco","2002","Total No. of Medals Won for Women","0"
"Monaco","2002","No. of Gold Medals won By Female","0"
"Monaco","2002","Medals Won By Women %",
"Monaco","2002","Total No. of Female Participants","0"
"Monaco","2002","Female Participants%","0"
"Monaco","2004","Total No. of Medals Won for Women","0"
"Monaco","2004","No. of Gold Medals won By Female","0"
"Monaco","2004","Medals Won By Women %",
"Monaco","2004","Total No. of Female Participants","1"
"Monaco","2004","Female Participants%","0.3333333333333333"
"Monaco","2006","Total No. of Medals Won for Women","0"
"Monaco","2006","No. of Gold Medals won By Female","0"
"Monaco","2006","Medals Won By Women %",
"Monaco","2006","Total No. of Female Participants","1"
"Monaco","2006","Female Participants%","0.25"
"Monaco","2008","Total No. of Medals Won for Women","0"
"Monaco","2008","No. of Gold Medals won By Female","0"
"Monaco","2008","Medals Won By Women %",
"Monaco","2008","Total No. of Female Participants","1"
"Monaco","2008","Female Participants%","0.2"
"Monaco","2010","Total No. of Medals Won for Women","0"
"Monaco","2010","No. of Gold Medals won By Female","0"
"Monaco","2010","Medals Won By Women %",
"Monaco","2010","Total No. of Female Participants","1"
"Monaco","2010","Female Participants%","0.3333333333333333"
"Monaco","2012","Total No. of Medals Won for Women","0"
"Monaco","2012","No. of Gold Medals won By Female","0"
"Monaco","2012","Medals Won By Women %",
"Monaco","2012","Total No. of Female Participants","1"
"Monaco","2012","Female Participants%","0.16666666666666666"
"Monaco","2014","Total No. of Medals Won for Women","0"
"Monaco","2014","No. of Gold Medals won By Female","0"
"Monaco","2014","Medals Won By Women %",
"Monaco","2014","Total No. of Female Participants","1"
"Monaco","2014","Female Participants%","0.2"
"Monaco","2016","Total No. of Medals Won for Women","0"
"Monaco","2016","No. of Gold Medals won By Female","0"
"Monaco","2016","Medals Won By Women %",
"Monaco","2016","Total No. of Female Participants","0"
"Monaco","2016","Female Participants%","0"
"Myanmar","1998","Total No. of Medals Won for Women",
"Myanmar","1998","No. of Gold Medals won By Female",
"Myanmar","1998","Medals Won By Women %",
"Myanmar","1998","Total No. of Female Participants",
"Myanmar","1998","Female Participants%",
"Myanmar","2000","Total No. of Medals Won for Women","0"
"Myanmar","2000","No. of Gold Medals won By Female","0"
"Myanmar","2000","Medals Won By Women %",
"Myanmar","2000","Total No. of Female Participants","6"
"Myanmar","2000","Female Participants%","0.8571428571428571"
"Myanmar","2002","Total No. of Medals Won for Women",
"Myanmar","2002","No. of Gold Medals won By Female",
"Myanmar","2002","Medals Won By Women %",
"Myanmar","2002","Total No. of Female Participants",
"Myanmar","2002","Female Participants%",
"Myanmar","2004","Total No. of Medals Won for Women","0"
"Myanmar","2004","No. of Gold Medals won By Female","0"
"Myanmar","2004","Medals Won By Women %",
"Myanmar","2004","Total No. of Female Participants","2"
"Myanmar","2004","Female Participants%","1"
"Myanmar","2006","Total No. of Medals Won for Women",
"Myanmar","2006","No. of Gold Medals won By Female",
"Myanmar","2006","Medals Won By Women %",
"Myanmar","2006","Total No. of Female Participants",
"Myanmar","2006","Female Participants%",
"Myanmar","2008","Total No. of Medals Won for Women","0"
"Myanmar","2008","No. of Gold Medals won By Female","0"
"Myanmar","2008","Medals Won By Women %",
"Myanmar","2008","Total No. of Female Participants","2"
"Myanmar","2008","Female Participants%","0.3333333333333333"
"Myanmar","2010","Total No. of Medals Won for Women",
"Myanmar","2010","No. of Gold Medals won By Female",
"Myanmar","2010","Medals Won By Women %",
"Myanmar","2010","Total No. of Female Participants",
"Myanmar","2010","Female Participants%",
"Myanmar","2012","Total No. of Medals Won for Women","0"
"Myanmar","2012","No. of Gold Medals won By Female","0"
"Myanmar","2012","Medals Won By Women %",
"Myanmar","2012","Total No. of Female Participants","3"
"Myanmar","2012","Female Participants%","0.5"
"Myanmar","2014","Total No. of Medals Won for Women",
"Myanmar","2014","No. of Gold Medals won By Female",
"Myanmar","2014","Medals Won By Women %",
"Myanmar","2014","Total No. of Female Participants",
"Myanmar","2014","Female Participants%",
"Myanmar","2016","Total No. of Medals Won for Women","0"
"Myanmar","2016","No. of Gold Medals won By Female","0"
"Myanmar","2016","Medals Won By Women %",
"Myanmar","2016","Total No. of Female Participants","3"
"Myanmar","2016","Female Participants%","0.42857142857142855"
"Mythilus","1998","Total No. of Medals Won for Women",
"Mythilus","1998","No. of Gold Medals won By Female",
"Mythilus","1998","Medals Won By Women %",
"Mythilus","1998","Total No. of Female Participants",
"Mythilus","1998","Female Participants%",
"Mythilus","2000","Total No. of Medals Won for Women",
"Mythilus","2000","No. of Gold Medals won By Female",
"Mythilus","2000","Medals Won By Women %",
"Mythilus","2000","Total No. of Female Participants",
"Mythilus","2000","Female Participants%",
"Mythilus","2002","Total No. of Medals Won for Women",
"Mythilus","2002","No. of Gold Medals won By Female",
"Mythilus","2002","Medals Won By Women %",
"Mythilus","2002","Total No. of Female Participants",
"Mythilus","2002","Female Participants%",
"Mythilus","2004","Total No. of Medals Won for Women",
"Mythilus","2004","No. of Gold Medals won By Female",
"Mythilus","2004","Medals Won By Women %",
"Mythilus","2004","Total No. of Female Participants",
"Mythilus","2004","Female Participants%",
"Mythilus","2006","Total No. of Medals Won for Women",
"Mythilus","2006","No. of Gold Medals won By Female",
"Mythilus","2006","Medals Won By Women %",
"Mythilus","2006","Total No. of Female Participants",
"Mythilus","2006","Female Participants%",
"Mythilus","2008","Total No. of Medals Won for Women","0"
"Mythilus","2008","No. of Gold Medals won By Female","0"
"Mythilus","2008","Medals Won By Women %",
"Mythilus","2008","Total No. of Female Participants","1"
"Mythilus","2008","Female Participants%","1"
"Mythilus","2010","Total No. of Medals Won for Women",
"Mythilus","2010","No. of Gold Medals won By Female",
"Mythilus","2010","Medals Won By Women %",
"Mythilus","2010","Total No. of Female Participants",
"Mythilus","2010","Female Participants%",
"Mythilus","2012","Total No. of Medals Won for Women",
"Mythilus","2012","No. of Gold Medals won By Female",
"Mythilus","2012","Medals Won By Women %",
"Mythilus","2012","Total No. of Female Participants",
"Mythilus","2012","Female Participants%",
"Mythilus","2014","Total No. of Medals Won for Women",
"Mythilus","2014","No. of Gold Medals won By Female",
"Mythilus","2014","Medals Won By Women %",
"Mythilus","2014","Total No. of Female Participants",
"Mythilus","2014","Female Participants%",
"Mythilus","2016","Total No. of Medals Won for Women",
"Mythilus","2016","No. of Gold Medals won By Female",
"Mythilus","2016","Medals Won By Women %",
"Mythilus","2016","Total No. of Female Participants",
"Mythilus","2016","Female Participants%",
"Nadine","1998","Total No. of Medals Won for Women",
"Nadine","1998","No. of Gold Medals won By Female",
"Nadine","1998","Medals Won By Women %",
"Nadine","1998","Total No. of Female Participants",
"Nadine","1998","Female Participants%",
"Nadine","2000","Total No. of Medals Won for Women",
"Nadine","2000","No. of Gold Medals won By Female",
"Nadine","2000","Medals Won By Women %",
"Nadine","2000","Total No. of Female Participants",
"Nadine","2000","Female Participants%",
"Nadine","2002","Total No. of Medals Won for Women",
"Nadine","2002","No. of Gold Medals won By Female",
"Nadine","2002","Medals Won By Women %",
"Nadine","2002","Total No. of Female Participants",
"Nadine","2002","Female Participants%",
"Nadine","2004","Total No. of Medals Won for Women",
"Nadine","2004","No. of Gold Medals won By Female",
"Nadine","2004","Medals Won By Women %",
"Nadine","2004","Total No. of Female Participants",
"Nadine","2004","Female Participants%",
"Nadine","2006","Total No. of Medals Won for Women",
"Nadine","2006","No. of Gold Medals won By Female",
"Nadine","2006","Medals Won By Women %",
"Nadine","2006","Total No. of Female Participants",
"Nadine","2006","Female Participants%",
"Nadine","2008","Total No. of Medals Won for Women","0"
"Nadine","2008","No. of Gold Medals won By Female","0"
"Nadine","2008","Medals Won By Women %","0"
"Nadine","2008","Total No. of Female Participants","0"
"Nadine","2008","Female Participants%","0"
"Nadine","2010","Total No. of Medals Won for Women",
"Nadine","2010","No. of Gold Medals won By Female",
"Nadine","2010","Medals Won By Women %",
"Nadine","2010","Total No. of Female Participants",
"Nadine","2010","Female Participants%",
"Nadine","2012","Total No. of Medals Won for Women",
"Nadine","2012","No. of Gold Medals won By Female",
"Nadine","2012","Medals Won By Women %",
"Nadine","2012","Total No. of Female Participants",
"Nadine","2012","Female Participants%",
"Nadine","2014","Total No. of Medals Won for Women",
"Nadine","2014","No. of Gold Medals won By Female",
"Nadine","2014","Medals Won By Women %",
"Nadine","2014","Total No. of Female Participants",
"Nadine","2014","Female Participants%",
"Nadine","2016","Total No. of Medals Won for Women",
"Nadine","2016","No. of Gold Medals won By Female",
"Nadine","2016","Medals Won By Women %",
"Nadine","2016","Total No. of Female Participants",
"Nadine","2016","Female Participants%",
"Namibia","1998","Total No. of Medals Won for Women",
"Namibia","1998","No. of Gold Medals won By Female",
"Namibia","1998","Medals Won By Women %",
"Namibia","1998","Total No. of Female Participants",
"Namibia","1998","Female Participants%",
"Namibia","2000","Total No. of Medals Won for Women","0"
"Namibia","2000","No. of Gold Medals won By Female","0"
"Namibia","2000","Medals Won By Women %",
"Namibia","2000","Total No. of Female Participants","2"
"Namibia","2000","Female Participants%","0.18181818181818182"
"Namibia","2002","Total No. of Medals Won for Women",
"Namibia","2002","No. of Gold Medals won By Female",
"Namibia","2002","Medals Won By Women %",
"Namibia","2002","Total No. of Female Participants",
"Namibia","2002","Female Participants%",
"Namibia","2004","Total No. of Medals Won for Women","0"
"Namibia","2004","No. of Gold Medals won By Female","0"
"Namibia","2004","Medals Won By Women %",
"Namibia","2004","Total No. of Female Participants","1"
"Namibia","2004","Female Participants%","0.125"
"Namibia","2006","Total No. of Medals Won for Women",
"Namibia","2006","No. of Gold Medals won By Female",
"Namibia","2006","Medals Won By Women %",
"Namibia","2006","Total No. of Female Participants",
"Namibia","2006","Female Participants%",
"Namibia","2008","Total No. of Medals Won for Women","0"
"Namibia","2008","No. of Gold Medals won By Female","0"
"Namibia","2008","Medals Won By Women %",
"Namibia","2008","Total No. of Female Participants","4"
"Namibia","2008","Female Participants%","0.4"
"Namibia","2010","Total No. of Medals Won for Women",
"Namibia","2010","No. of Gold Medals won By Female",
"Namibia","2010","Medals Won By Women %",
"Namibia","2010","Total No. of Female Participants",
"Namibia","2010","Female Participants%",
"Namibia","2012","Total No. of Medals Won for Women","0"
"Namibia","2012","No. of Gold Medals won By Female","0"
"Namibia","2012","Medals Won By Women %",
"Namibia","2012","Total No. of Female Participants","4"
"Namibia","2012","Female Participants%","0.4444444444444444"
"Namibia","2014","Total No. of Medals Won for Women",
"Namibia","2014","No. of Gold Medals won By Female",
"Namibia","2014","Medals Won By Women %",
"Namibia","2014","Total No. of Female Participants",
"Namibia","2014","Female Participants%",
"Namibia","2016","Total No. of Medals Won for Women","0"
"Namibia","2016","No. of Gold Medals won By Female","0"
"Namibia","2016","Medals Won By Women %",
"Namibia","2016","Total No. of Female Participants","6"
"Namibia","2016","Female Participants%","0.6"
"Nauru","1998","Total No. of Medals Won for Women",
"Nauru","1998","No. of Gold Medals won By Female",
"Nauru","1998","Medals Won By Women %",
"Nauru","1998","Total No. of Female Participants",
"Nauru","1998","Female Participants%",
"Nauru","2000","Total No. of Medals Won for Women","0"
"Nauru","2000","No. of Gold Medals won By Female","0"
"Nauru","2000","Medals Won By Women %",
"Nauru","2000","Total No. of Female Participants","1"
"Nauru","2000","Female Participants%","0.5"
"Nauru","2002","Total No. of Medals Won for Women",
"Nauru","2002","No. of Gold Medals won By Female",
"Nauru","2002","Medals Won By Women %",
"Nauru","2002","Total No. of Female Participants",
"Nauru","2002","Female Participants%",
"Nauru","2004","Total No. of Medals Won for Women","0"
"Nauru","2004","No. of Gold Medals won By Female","0"
"Nauru","2004","Medals Won By Women %",
"Nauru","2004","Total No. of Female Participants","1"
"Nauru","2004","Female Participants%","0.3333333333333333"
"Nauru","2006","Total No. of Medals Won for Women",
"Nauru","2006","No. of Gold Medals won By Female",
"Nauru","2006","Medals Won By Women %",
"Nauru","2006","Total No. of Female Participants",
"Nauru","2006","Female Participants%",
"Nauru","2008","Total No. of Medals Won for Women","0"
"Nauru","2008","No. of Gold Medals won By Female","0"
"Nauru","2008","Medals Won By Women %",
"Nauru","2008","Total No. of Female Participants","0"
"Nauru","2008","Female Participants%","0"
"Nauru","2010","Total No. of Medals Won for Women",
"Nauru","2010","No. of Gold Medals won By Female",
"Nauru","2010","Medals Won By Women %",
"Nauru","2010","Total No. of Female Participants",
"Nauru","2010","Female Participants%",
"Nauru","2012","Total No. of Medals Won for Women","0"
"Nauru","2012","No. of Gold Medals won By Female","0"
"Nauru","2012","Medals Won By Women %",
"Nauru","2012","Total No. of Female Participants","0"
"Nauru","2012","Female Participants%","0"
"Nauru","2014","Total No. of Medals Won for Women",
"Nauru","2014","No. of Gold Medals won By Female",
"Nauru","2014","Medals Won By Women %",
"Nauru","2014","Total No. of Female Participants",
"Nauru","2014","Female Participants%",
"Nauru","2016","Total No. of Medals Won for Women","0"
"Nauru","2016","No. of Gold Medals won By Female","0"
"Nauru","2016","Medals Won By Women %",
"Nauru","2016","Total No. of Female Participants","0"
"Nauru","2016","Female Participants%","0"
"Nepal","1998","Total No. of Medals Won for Women",
"Nepal","1998","No. of Gold Medals won By Female",
"Nepal","1998","Medals Won By Women %",
"Nepal","1998","Total No. of Female Participants",
"Nepal","1998","Female Participants%",
"Nepal","2000","Total No. of Medals Won for Women","0"
"Nepal","2000","No. of Gold Medals won By Female","0"
"Nepal","2000","Medals Won By Women %",
"Nepal","2000","Total No. of Female Participants","3"
"Nepal","2000","Female Participants%","0.6"
"Nepal","2002","Total No. of Medals Won for Women","0"
"Nepal","2002","No. of Gold Medals won By Female","0"
"Nepal","2002","Medals Won By Women %",
"Nepal","2002","Total No. of Female Participants","0"
"Nepal","2002","Female Participants%","0"
"Nepal","2004","Total No. of Medals Won for Women","0"
"Nepal","2004","No. of Gold Medals won By Female","0"
"Nepal","2004","Medals Won By Women %",
"Nepal","2004","Total No. of Female Participants","3"
"Nepal","2004","Female Participants%","0.5"
"Nepal","2006","Total No. of Medals Won for Women","0"
"Nepal","2006","No. of Gold Medals won By Female","0"
"Nepal","2006","Medals Won By Women %",
"Nepal","2006","Total No. of Female Participants","0"
"Nepal","2006","Female Participants%","0"
"Nepal","2008","Total No. of Medals Won for Women","0"
"Nepal","2008","No. of Gold Medals won By Female","0"
"Nepal","2008","Medals Won By Women %",
"Nepal","2008","Total No. of Female Participants","4"
"Nepal","2008","Female Participants%","0.5"
"Nepal","2010","Total No. of Medals Won for Women","0"
"Nepal","2010","No. of Gold Medals won By Female","0"
"Nepal","2010","Medals Won By Women %",
"Nepal","2010","Total No. of Female Participants","0"
"Nepal","2010","Female Participants%","0"
"Nepal","2012","Total No. of Medals Won for Women","0"
"Nepal","2012","No. of Gold Medals won By Female","0"
"Nepal","2012","Medals Won By Women %",
"Nepal","2012","Total No. of Female Participants","3"
"Nepal","2012","Female Participants%","0.6"
"Nepal","2014","Total No. of Medals Won for Women","0"
"Nepal","2014","No. of Gold Medals won By Female","0"
"Nepal","2014","Medals Won By Women %",
"Nepal","2014","Total No. of Female Participants","0"
"Nepal","2014","Female Participants%","0"
"Nepal","2016","Total No. of Medals Won for Women","0"
"Nepal","2016","No. of Gold Medals won By Female","0"
"Nepal","2016","Medals Won By Women %",
"Nepal","2016","Total No. of Female Participants","4"
"Nepal","2016","Female Participants%","0.5714285714285714"
"Netherlands Antilles","1998","Total No. of Medals Won for Women",
"Netherlands Antilles","1998","No. of Gold Medals won By Female",
"Netherlands Antilles","1998","Medals Won By Women %",
"Netherlands Antilles","1998","Total No. of Female Participants",
"Netherlands Antilles","1998","Female Participants%",
"Netherlands Antilles","2000","Total No. of Medals Won for Women","0"
"Netherlands Antilles","2000","No. of Gold Medals won By Female","0"
"Netherlands Antilles","2000","Medals Won By Women %",
"Netherlands Antilles","2000","Total No. of Female Participants","1"
"Netherlands Antilles","2000","Female Participants%","0.14285714285714285"
"Netherlands Antilles","2002","Total No. of Medals Won for Women",
"Netherlands Antilles","2002","No. of Gold Medals won By Female",
"Netherlands Antilles","2002","Medals Won By Women %",
"Netherlands Antilles","2002","Total No. of Female Participants",
"Netherlands Antilles","2002","Female Participants%",
"Netherlands Antilles","2004","Total No. of Medals Won for Women","0"
"Netherlands Antilles","2004","No. of Gold Medals won By Female","0"
"Netherlands Antilles","2004","Medals Won By Women %",
"Netherlands Antilles","2004","Total No. of Female Participants","0"
"Netherlands Antilles","2004","Female Participants%","0"
"Netherlands Antilles","2006","Total No. of Medals Won for Women",
"Netherlands Antilles","2006","No. of Gold Medals won By Female",
"Netherlands Antilles","2006","Medals Won By Women %",
"Netherlands Antilles","2006","Total No. of Female Participants",
"Netherlands Antilles","2006","Female Participants%",
"Netherlands Antilles","2008","Total No. of Medals Won for Women","0"
"Netherlands Antilles","2008","No. of Gold Medals won By Female","0"
"Netherlands Antilles","2008","Medals Won By Women %",
"Netherlands Antilles","2008","Total No. of Female Participants","0"
"Netherlands Antilles","2008","Female Participants%","0"
"Netherlands Antilles","2010","Total No. of Medals Won for Women",
"Netherlands Antilles","2010","No. of Gold Medals won By Female",
"Netherlands Antilles","2010","Medals Won By Women %",
"Netherlands Antilles","2010","Total No. of Female Participants",
"Netherlands Antilles","2010","Female Participants%",
"Netherlands Antilles","2012","Total No. of Medals Won for Women",
"Netherlands Antilles","2012","No. of Gold Medals won By Female",
"Netherlands Antilles","2012","Medals Won By Women %",
"Netherlands Antilles","2012","Total No. of Female Participants",
"Netherlands Antilles","2012","Female Participants%",
"Netherlands Antilles","2014","Total No. of Medals Won for Women",
"Netherlands Antilles","2014","No. of Gold Medals won By Female",
"Netherlands Antilles","2014","Medals Won By Women %",
"Netherlands Antilles","2014","Total No. of Female Participants",
"Netherlands Antilles","2014","Female Participants%",
"Netherlands Antilles","2016","Total No. of Medals Won for Women",
"Netherlands Antilles","2016","No. of Gold Medals won By Female",
"Netherlands Antilles","2016","Medals Won By Women %",
"Netherlands Antilles","2016","Total No. of Female Participants",
"Netherlands Antilles","2016","Female Participants%",
"Netherlands-1","1998","Total No. of Medals Won for Women",
"Netherlands-1","1998","No. of Gold Medals won By Female",
"Netherlands-1","1998","Medals Won By Women %",
"Netherlands-1","1998","Total No. of Female Participants",
"Netherlands-1","1998","Female Participants%",
"Netherlands-1","2000","Total No. of Medals Won for Women",
"Netherlands-1","2000","No. of Gold Medals won By Female",
"Netherlands-1","2000","Medals Won By Women %",
"Netherlands-1","2000","Total No. of Female Participants",
"Netherlands-1","2000","Female Participants%",
"Netherlands-1","2002","Total No. of Medals Won for Women","0"
"Netherlands-1","2002","No. of Gold Medals won By Female","0"
"Netherlands-1","2002","Medals Won By Women %",
"Netherlands-1","2002","Total No. of Female Participants","2"
"Netherlands-1","2002","Female Participants%","1"
"Netherlands-1","2004","Total No. of Medals Won for Women",
"Netherlands-1","2004","No. of Gold Medals won By Female",
"Netherlands-1","2004","Medals Won By Women %",
"Netherlands-1","2004","Total No. of Female Participants",
"Netherlands-1","2004","Female Participants%",
"Netherlands-1","2006","Total No. of Medals Won for Women","0"
"Netherlands-1","2006","No. of Gold Medals won By Female","0"
"Netherlands-1","2006","Medals Won By Women %",
"Netherlands-1","2006","Total No. of Female Participants","2"
"Netherlands-1","2006","Female Participants%","1"
"Netherlands-1","2008","Total No. of Medals Won for Women","0"
"Netherlands-1","2008","No. of Gold Medals won By Female","0"
"Netherlands-1","2008","Medals Won By Women %",
"Netherlands-1","2008","Total No. of Female Participants","0"
"Netherlands-1","2008","Female Participants%","0"
"Netherlands-1","2010","Total No. of Medals Won for Women",
"Netherlands-1","2010","No. of Gold Medals won By Female",
"Netherlands-1","2010","Medals Won By Women %",
"Netherlands-1","2010","Total No. of Female Participants",
"Netherlands-1","2010","Female Participants%",
"Netherlands-1","2012","Total No. of Medals Won for Women","0"
"Netherlands-1","2012","No. of Gold Medals won By Female","0"
"Netherlands-1","2012","Medals Won By Women %",
"Netherlands-1","2012","Total No. of Female Participants","2"
"Netherlands-1","2012","Female Participants%","1"
"Netherlands-1","2014","Total No. of Medals Won for Women",
"Netherlands-1","2014","No. of Gold Medals won By Female",
"Netherlands-1","2014","Medals Won By Women %",
"Netherlands-1","2014","Total No. of Female Participants",
"Netherlands-1","2014","Female Participants%",
"Netherlands-1","2016","Total No. of Medals Won for Women","0"
"Netherlands-1","2016","No. of Gold Medals won By Female","0"
"Netherlands-1","2016","Medals Won By Women %","0"
"Netherlands-1","2016","Total No. of Female Participants","2"
"Netherlands-1","2016","Female Participants%","0.5"
"Netherlands-2","1998","Total No. of Medals Won for Women",
